Wall time,Step,Value
1630879713.2640016,0,0.0523294173181057
1630881541.1749089,1,0.05049898847937584
1630883345.9298007,2,0.04930375888943672
1630885167.827759,3,0.04716070741415024
1630886960.7385132,4,0.04617565870285034
1630888786.3119795,5,0.044279877096414566
1630890581.0849373,6,0.04498407989740372
1630892378.9594584,7,0.04329010099172592
1630894172.0049288,8,0.04151737689971924
1630895983.3628669,9,0.044574957340955734
1630897795.338576,10,0.042885374277830124
1630899584.0244045,11,0.04043562710285187
1630901396.248915,12,0.04205884411931038
1630903215.6398947,13,0.04147682338953018
1630905040.403304,14,0.03931460157036781
1630906856.3593512,15,0.042341530323028564
1630908695.6105676,16,0.03962668031454086
1630910496.4621608,17,0.039672546088695526
1630912320.171368,18,0.03770327940583229
1630914142.1519794,19,0.03844518959522247
1630915969.4351842,20,0.03992512449622154
1630917784.1453881,21,0.03810980170965195
1630919593.6647153,22,0.03892172873020172
1630921417.8151739,23,0.0390889048576355
1630923251.5075579,24,0.03918556496500969
1630925073.0241616,25,0.03780872002243996
1630926890.8814633,26,0.040633682161569595
1630928707.1469276,27,0.03769737482070923
1630930438.764075,28,0.037597816437482834
1630932233.3261197,29,0.03728436306118965
1630934054.803066,30,0.03603692352771759
1630935890.0005927,31,0.039261408150196075
1630937683.2478213,32,0.037243641912937164
1630939482.3813303,33,0.03670093044638634
1630941288.5397685,34,0.037804014980793
1630943111.0400894,35,0.03648276999592781
1630944920.8311286,36,0.037921443581581116
1630946781.164533,37,0.036830443888902664
1630948598.1491795,38,0.040351301431655884
1630950406.679174,39,0.04090391844511032
1630952216.9096699,40,0.0366847887635231
1630953945.2601483,41,0.035497426986694336
1630955584.534968,42,0.0390511117875576
1630957303.5765486,43,0.03692825883626938
1630959055.8949513,44,0.037357889115810394
1630960825.4805849,45,0.03623269870877266
1630962633.6983485,46,0.037051972001791
1630964488.7138064,47,0.036587368696928024
1630966259.9063392,48,0.036645978689193726
1630968045.5878732,49,0.03943706303834915
1630969819.0781384,50,0.037660595029592514
1630971613.6412556,51,0.037959080189466476
1630973390.263656,52,0.03596683219075203
1630975193.932371,53,0.035828810185194016
1630977054.0185664,54,0.0382976271212101
1630978919.4080112,55,0.039895929396152496
1630980731.0103974,56,0.038475193083286285
1630982577.0332508,57,0.03579646348953247
1630984426.5866916,58,0.036458659917116165
1630986285.1376112,59,0.03634186461567879
1630988133.4064355,60,0.03826826438307762
1630989994.195063,61,0.037069786339998245
1630991873.4694955,62,0.03633840009570122
1630993717.3803346,63,0.037350378930568695
1630995581.7648726,64,0.03574231266975403
1630997418.976998,65,0.03629951551556587
1630999242.083315,66,0.03676622360944748
1631001117.5355215,67,0.03667030110955238
1631002971.169881,68,0.03563292324542999
1631004832.731979,69,0.03616824746131897
1631006673.2175858,70,0.0376761369407177
1631008562.8386042,71,0.03884250298142433
1631010423.5296245,72,0.035953305661678314
1631012302.0046992,73,0.03727053478360176
1631014170.7859619,74,0.038247331976890564
1631016035.544951,75,0.03616735339164734
1631017910.126423,76,0.036833230406045914
1631019773.0894353,77,0.03742026910185814
1631021636.37855,78,0.03632240742444992
1631023492.6683042,79,0.03749064728617668
1631025352.007598,80,0.0378565639257431
1631027196.4774356,81,0.035874541848897934
1631029072.263354,82,0.03769168630242348
1631030911.0257616,83,0.03666604310274124
1631032787.2746756,84,0.03672705218195915
1631034662.8618565,85,0.0382600836455822
1631036515.2638698,86,0.036251697689294815
1631038392.6303043,87,0.03611946851015091
1631040261.3620672,88,0.03545323759317398
1631042134.9855726,89,0.037323471158742905
1631043979.9587715,90,0.037720926105976105
1631045852.5559049,91,0.03751003369688988
1631047689.7269208,92,0.03700688108801842
1631049550.9527576,93,0.038928769528865814
